Category;SubCategory;Acronym;Organisation-FR;Description;Address;Apartment;City;Province;Postal Code;Métro;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;OpenHours;Phone1;Phone2;Fax;Website;Email;Notes
EmergencyAid;Food;;Jamaica Association;"The Jamaica Association of Montreal Inc. is committed to the social, political, economic, educational and cultural integration of the Jamaican Community and by extension the Black Community within Montreal, and the Province of Quebec. The organization is involved in assessing the needs of the community and providing the service through either a referral system or direct access. We are undertaking short and long term plans to meet the objective of a more community service based organization. Primarily we exist to serve the members of the Jamaican Community in Quebec, working in conjunction with other community organizations and the Government as a whole.";4065 Jean Talon Ouest;;Montréal;Québec;H4P 1W6;;;09h00-20h00;09h00-20h00;09h00-20h00;09h00-20h00;09h00-20h00;;Lundi à vendredi  09h00 à 20h00.;(514) 737-8229;;;;info@jam-montreal.com;Offers a foodbank, cafeteria, furniture and clothing. Food bank: Tuesday 12h00-14h00 $3.00 (people of all origins)
SecondHandClothing;;;Carrefour d'entraide Lachine;"Organisme communautaire répondant aux besoins essentiels des personnes défavorisées de Lachine et vise l’amélioration de la qualité de vie des usagers par des services adaptés à leur situation et par des activités d’éducation populaire en concertation avec les autres organismes du milieu. Notre objectif est de combler les besoins essentiels au niveau de la sécurité alimentaire et vestimentaire. Nous croyons à l’éducation populaire et à la capacité de nos usagers de se prendre en main. Le Carrefour d’Entraide met de l’avant des valeurs de partage et de solidarité. Nous accordons une grande importance à la concertation avec les partenaires du milieu et nous cherchons à développer des services en ce sens.";1176, rue Provost;;Lachine;Québec;H8S 1N5;;;08h30-15h45;08h30-15h45;08h30-15h45;08h30-15h45;08h30-21h00;;Lundi à jeudi 08h30 à 15h45, vendredi 08h30 à 21h00;(514) 634-3686;;;;;
SecondHandClothing;;;Chez Doris;Chez Doris est un organisme de bienfaisance offrant un refuge de jour, sept jours sur sept, pour les femmes en difficulté.  La maison leur fournit des repas, un répit, des vêtements, des activités sociaux-récréatives et des services pratiques dans un environnement sécuritaire et accueillant.;1430, rue Chomedey;;Montréal;Québec;H3H 2A7;;08h30-15h00;08h30-15h00;08h30-15h00;08h30-15h00;08h30-15h00;08h30-15h00;08h30-15h00;Ouvert tous les jours de 08h30 à 15h00;(514) 937-2341;;;;;
SecondHandClothing;;;Dans la Rue;"Fondé par le Père Emmett Johns « Pops » en 1988, Dans la rue vient en aide aux jeunes sans-abri ou en situation précaire. Avec dévouement, empathie et respect, et grâce au soutien de la communauté, nous veillons à leurs besoins immédiats et travaillons avec eux afin qu’ils puissent acquérir les compétences et les ressources nécessaires pour mener une vie plus autonome et plus enrichissante.";533, rue Ontario Est, bureau 450;bureau 450;Montréal;Québec;H2L 1N8;;;;;;;;;;(514) 526-5222;;;;;
SecondHandClothing;;;Jeunesse au soleil;"Nous prenons soin des gens depuis plus de 60 ans en intervenant auprès des personnes et des familles démunies en fournissant une gamme de services d’urgence visant à assurer leurs besoins de base et maintenir leur intégrité. Nous contribuons activement à la prévention du crime et favorisons le développement physique, intellectuel des jeunes par l’éducation, le sport et les loisirs. Avec une conscience aigüe des défis engendrés par la pauvreté et par les situations de crise, nous fournissons une assistance d’urgence sur les plans alimentaire, vestimentaire, médical, matériel ou financier.";4251, Saint-Urbain;;Montréal;Québec;H2W 1V6;;;;;;;;;;(514) 842-6822;;;;;
SecondHandClothing;;;Mission Old Brewery;"La Mission Old Brewery travaille auprès des personnes sans-abri de Montréal : elle répond à leurs besoins essentiels tout en trouvant des solutions concrètes et durables pour mettre fin à l’itinérance.";902, boulevard Saint-Laurent;;Montréal;Québec;H2Z 1J2;;;;;;;;;;(514) 866-6591;;;;;
SecondHandClothing;;;Mission Saint-Michel;"La Mission Saint-Michael est un organisme à but non lucratif qui travaille directement avec les personnes en situation de grande précarité, principalement les personnes les sans-abri, depuis 1927. La Mission est un lien important dans la chaîne de services pour les populations défavorisées et marginalisées de la ville, offrant des déjeuners et dîners, des douches et produits d'hygiène, des vêtements et de la nourriture d'urgence ainsi qu'un accompagnement psychosocial à une clientèle multiculturelle.";137, avenue du President Kennedy;;Montréal;Québec;H2X 3P6;;;;;;;;;;(514) 844-8127;;;;;
SecondHandClothing;;;Relais Communautaire de Laval;Le Relais Communautaire de Laval est un organisme communautaire autonome qui agit sur le territoire de Laval et qui vient en aide aux personnes en situation de vulnérabilité ou en cheminement de réintégration sociale.;111, boulevard des Laurentides;;Laval;Québec;H7G 2T2;;;;;;;;;;(450) 668-8727;;;;;
SecondHandFurnitureAndClothing;;;The Salvation Army;"The Salvation Army is an international Christian organization that began its work in Canada in 1882 and has grown to become one of the largest non-governmental direct provider of social services in the country. The Salvation Army gives hope and support to vulnerable people today and everyday in 400 communities across Canada and more than 130 countries around the world. The Salvation Army offers practical assistance for children and families, often tending to the basic necessities of life, provides shelter for homeless people and rehabilitation for people who have lost control of their lives to an addiction.";1655, avenue Richardson;;Montreal;Québec;H3K 3J7;;;;;;;;;;(514) 766-2155;;;http://armeedusalut.ca/;;
SecondHandFurnitureAndClothing;;;The Salvation Army - Hochelaga-Maisonneuve;"The Salvation Army is an international Christian organization that began its work in Canada in 1882 and has grown to become one of the largest non-governmental direct provider of social services in the country. The Salvation Army gives hope and support to vulnerable people today and everyday in 400 communities across Canada and more than 130 countries around the world. The Salvation Army offers practical assistance for children and families, often tending to the basic necessities of life, provides shelter for homeless people and rehabilitation for people who have lost control of their lives to an addiction.";3444, rue Ontario Est;;Montreal;Québec;H1W 1P9;;;09h00-21h00;09h00-21h00;09h00-21h00;09h00-21h00;09h00-21h00;09h00-17h00;Lundi à vendredi 09h00 à 21h00, samedi 09h00 à 17h00;(514) 529-4025;;;http://armeedusalut.ca/;;
SecondHandFurnitureAndClothing;;;The Salvation Army - Notre Dame de Grace;"The Salvation Army is an international Christian organization that began its work in Canada in 1882 and has grown to become one of the largest non-governmental direct provider of social services in the country. The Salvation Army gives hope and support to vulnerable people today and everyday in 400 communities across Canada and more than 130 countries around the world. The Salvation Army offers practical assistance for children and families, often tending to the basic necessities of life, provides shelter for homeless people and rehabilitation for people who have lost control of their lives to an addiction.";5758-62, rue Sherbrooke Ouest;;Montreal;Québec;H4A 1X1;;;09h00-21h00;09h00-21h00;09h00-21h00;09h00-21h00;09h00-21h00;09h00-17h00;Lundi à vendredi 09h00 à 21h00, samedi 09h00 à 17h00;(514) 488-8714;;;http://armeedusalut.ca/;;
SecondHandFurnitureAndClothing;;;The Salvation Army - Notre Dame;"The Salvation Army is an international Christian organization that began its work in Canada in 1882 and has grown to become one of the largest non-governmental direct provider of social services in the country. The Salvation Army gives hope and support to vulnerable people today and everyday in 400 communities across Canada and more than 130 countries around the world. The Salvation Army offers practical assistance for children and families, often tending to the basic necessities of life, provides shelter for homeless people and rehabilitation for people who have lost control of their lives to an addiction.";1620, rue Notre-Dame Ouest;;Montréal;Québec;H3J 1M1;;;09h00-21h00;09h00-21h00;09h00-21h00;09h00-21h00;09h00-21h00;09h00-17h00;Lundi à vendredi 09h00 à 21h00, samedi 09h00 à 17h00;(514) 935-7429;;;http://armeedusalut.ca/;;
SecondHandFurnitureAndClothing;;;The Salvation Army - Plaza Saint-Hubert;"The Salvation Army is an international Christian organization that began its work in Canada in 1882 and has grown to become one of the largest non-governmental direct provider of social services in the country. The Salvation Army gives hope and support to vulnerable people today and everyday in 400 communities across Canada and more than 130 countries around the world. The Salvation Army offers practical assistance for children and families, often tending to the basic necessities of life, provides shelter for homeless people and rehabilitation for people who have lost control of their lives to an addiction.";7066 rue Saint-Hubert;;Montreal;Québec;H2S 2M9;;;09h00-21h00;09h00-21h00;09h00-21h00;09h00-21h00;09h00-21h00;09h00-17h00;Lundi à vendredi 09h00 à 21h00, samedi 09h00 à 17h00;(450) 276-3449;;;http://armeedusalut.ca/;;
SecondHandFurnitureAndClothing;;;Le Support (Fondation de la déficience intellectuelle);Le Support is a nonprofit social economy organization founded in 1988 to support the intellectually disabled and the work of the Société québécoise de la déficience intellectuelle. Le Support is a dedicated team that works tirelessly to help the cause and the environment. We are proud of our history and accomplishments and we intend to continue to keep up the momentum well into the future!;6725, boulevard des Grandes Prairies;;St-Léonard;Québec;H1P 1A5;;;;;;;;;;(514) 725-9797;;;https://www.lesupport.ca/en/contact/;;Va chercher à domicile les vêtements, meubles, etc.(ne prend pas les électroménagers ni les divans-lits
SecondHandFurnitureAndClothing;;MADA;MADA;"Founded in 1993, MADA is a volunteer-based organization that evolved from a small neighbourhood centre to Montreal’s central address for fighting poverty in our community. We provide our patrons with many social and crisis services free of charge, as well as serving as a safe haven for those in need.";6875, boulevard Décarie;;Montréal;Québec;H3W 3E4;;;;;;;;;;(514) 342-4969;;;https://madacenter.com/contact/;;
SecondHandFurnitureAndClothing;;;Renaissance – Côte-des-Neiges;"Renaissance is a non-profit organization whose mission is to facilitate the social and professional integration of people experiencing difficulty entering the workforce, while enlisting a commitment to take steps to protect the environment.AT THE HEART OF SUSTAINABLE DEVELOPMENT: At Renaissance, the used goods are re-used, people are re-integrated and the donations are re-invested in the community. This triple bottom line gives meaning to the work of the organization and makes it a model of sustainable development.";6700, chemin de la Côte-Des-Neiges;;Montréal;Quebec;H3S 2B2;;10h00-17h00;09h00-18h00;09h00-18h00;09h00-18h00;09h00-21h00;09h00-21h00;09h00-17h00;Lundi à mercredi 09h00 à 18h00, jeudi à vendredi 09h00 à 21h00, samedi 09h00 à 17h00, dimanche 10h00 à 17h00;(514) 733-6330;;;https://www.renaissancequebec.ca/en;;
SecondHandFurnitureAndClothing;;;Renaissance - Siege Social;"Renaissance is a non-profit organization whose mission is to facilitate the social and professional integration of people experiencing difficulty entering the workforce, while enlisting a commitment to take steps to protect the environment.AT THE HEART OF SUSTAINABLE DEVELOPMENT: At Renaissance, the used goods are re-used, people are re-integrated and the donations are re-invested in the community. This triple bottom line gives meaning to the work of the organization and makes it a model of sustainable development.";7250, rue Saint-Laurent;;Montréal;Québec;H2R 2X9;;10h00-17h00;09h00-18h00;09h00-18h00;09h00-18h00;09h00-21h00;09h00-21h00;09h00-17h00;Lundi à mercredi 09h00 à 18h00, jeudi à vendredi 09h00 à 21h00, samedi 09h00 à 17h00, dimanche 10h00 à 17h00;(514) 906-0804;;;https://www.renaissancequebec.ca/en;;**Pour trouver le Renaissance le plus proche de chez vous visitez le www.renaissancequebec.ca/fr/magasiner/trouver-un-magasin **
SecondHandFurnitureAndClothing;;;Société Saint-Vincent de Paul;"Implemented in the Montreal/Laval/L’Assomption region, the Société de Saint-Vincent de Paul's mission is to provide help to any person in a difficult situation, regardless of language, culture or religion. Founded on the actions of our volunteers and their desire to create meaningful relationships, our interventions aim to lend an ear as well as a hand and companionship to our community’s most vulnerable individuals. Dignity, self-reliance and community melding are core values of our service offering, might it be through our food assistance, stay-in-school or social integration programs or through an access to basic material necessities. Established in the Montreal community since 1848, the Société de Saint-Vincent de Paul is an international organization active in 140 different countries and relying on an estimated 800,000 volunteers.";1930, rue de Champlain;;Montréal;Québec;H2L 2S8;;;10h00-16h00;10h00-16h00;10h00-16h00;10h00-16h00;10h00-16h00;;Lundi à vendredi 10h00 à 16h00;(514) 526-5937;;;http://www.ssvp-mtl.org/fr/;;
